Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax,Rpeak,Efficiency (%),Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent,Publication Date
440,289.0,35,153,,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband",Defense,IBM,United States,2010,Industry,9648,0,81664.0,109215.36,74.77,0,0,380.23,214.78,Cluster,Xeon E54440 4C 2.830GHz,Intel Core,2830,Linux,Linux,,4,"Xeon 5400-series ""Harpertown""",BladeCenter HS21 Cluster,IBM BladeCenter,Infiniband,Infiniband,North America,Americas,11/2012
441,290.0,35,154,,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband",Defense,IBM,United States,2010,Industry,9648,0,81664.0,109215.36,74.77,0,0,380.23,214.78,Cluster,Xeon E54440 4C 2.830GHz,Intel Core,2830,Linux,Linux,,4,"Xeon 5400-series ""Harpertown""",BladeCenter HS21 Cluster,IBM BladeCenter,Infiniband,Infiniband,North America,Americas,11/2012
442,287.0,35,149,,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband",Defense,IBM,United States,2010,Industry,9648,0,81664.0,109215.36,74.77,0,0,380.23,214.78,Cluster,Xeon E54440 4C 2.830GHz,Intel Core,2830,Linux,Linux,,4,"Xeon 5400-series ""Harpertown""",BladeCenter HS21 Cluster,IBM BladeCenter,Infiniband,Infiniband,North America,Americas,11/2012
443,288.0,35,151,,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband",Defense,IBM,United States,2010,Industry,9648,0,81664.0,109215.36,74.77,0,0,380.23,214.78,Cluster,Xeon E54440 4C 2.830GHz,Intel Core,2830,Linux,Linux,,4,"Xeon 5400-series ""Harpertown""",BladeCenter HS21 Cluster,IBM BladeCenter,Infiniband,Infiniband,North America,Americas,11/2012
444,291.0,39,291,N8,"Raackable Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Leeds N8,SGI,United Kingdom,2012,Academic,5088,0,81170.8,105830.0,76.7,1487360,0,180.0,450.95,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Cell OS,Unix,,8,Intel Xeon E5,Raackable Cluster,Rackable Cluster,Infiniband,Infiniband QDR,Northern Europe,Europe,11/2012
445,292.0,39,292,,"iDataPlex DX360M3, Xeon X5650 6C 2.660GHz, Gigabit Ethernet",Financial Institution (P),IBM,United Kingdom,2012,Industry,14400,0,81144.39,153216.0,52.96,0,0,376.75,215.38,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe,11/2012
446,293.0,36,183,,"BladeCenter HS22 Cluster, Xeon QC GT 2.93 GHz, GigEthernet",Semiconductor Company (C),IBM,United States,2010,Industry,14328,0,80739.0,167924.16,48.08,0,0,486.0,166.13,Cluster,Xeon X5570 4C 2.930GHz,Intel Nehalem,2930,Linux,Linux,,4,Xeon 5500-series (Nehalem-EP),BladeCenter HS22 Cluster,IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
447,416.0,39,416,,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",University of Chicago,IBM,United States,2012,Academic,4160,0,80588.0,86528.0,93.14,0,0,86.41,932.62,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas,11/2012
448,294.0,34,59,Mana,"Dell PowerEdge M610 Cluster, Nehalem-EP 2.8Ghz, Infiniband",Maui High-Performance Computing Center (MHPCC),Dell,United States,2009,Research,9210,0,80580.0,103219.0,78.07,0,0,,,Cluster,Xeon X5560 4C 2.800GHz,Intel Nehalem,2800,Linux,Linux,,4,Xeon 5500-series (Nehalem-EP),PowerEdge M610 Cluster,Dell PowerEdge Cluster,Infiniband,Infiniband,North America,Americas,11/2012
449,296.0,39,296,,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Service Provider,IBM,Japan,2012,Industry,14256,0,80333.0,144271.0,55.68,0,0,432.43,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
450,295.0,39,295,,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Service Provider,IBM,Japan,2012,Industry,14256,0,80333.0,144271.0,55.68,0,0,432.43,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
451,,40,451,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Gigabit Ethernet",Engineering Company,IBM,China,2012,Industry,14208,0,80062.0,151173.0,52.96,0,0,440.45,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
452,,40,452,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Gigabit Ethernet",Engineering Company,IBM,China,2012,Industry,14208,0,80062.0,151173.0,52.96,0,0,440.45,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
453,,40,453,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Gigabit Ethernet",Engineering Company,IBM,China,2012,Industry,14208,0,80062.0,151173.0,52.96,0,0,440.45,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
454,,40,454,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Gigabit Ethernet",Engineering Company,IBM,China,2012,Industry,14208,0,80062.0,151173.0,52.96,0,0,440.45,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
455,,40,455,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Gigabit Ethernet",Engineering Company,IBM,China,2012,Industry,14208,0,80062.0,151173.0,52.96,0,0,440.45,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
456,,40,456,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Gigabit Ethernet",Engineering Company,IBM,China,2012,Industry,14208,0,80062.0,151173.0,52.96,0,0,440.45,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
457,297.0,38,178,KillDevil,"PowerEdge C6100 Cluster, Xeon X56xx (Westmere-EP) 2.93 GHz, Infiniband QDR",University of North Carolina,Dell,United States,2011,Academic,8040,0,79800.0,94228.8,84.69,1800000,0,,,Cluster,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,RedHat Enterprise 5,Linux,,6,Xeon 5600-series (Westmere-EP),PowerEdge C6100 Cluster,Dell PowerEdge Cluster,Infiniband,Infiniband QDR,North America,Americas,11/2012
458,298.0,38,179,,"Cluster Platform 4000 BL465c G7, Opteron 6176 12C 2.30 GHz, Gigabit Ethernet",IT Service Provider (D),Hewlett-Packard,United States,2011,Industry,16944,0,79363.0,155885.0,50.91,0,0,,,Cluster,Opteron 6176 12C 2.300GHz,AMD x86_64,2300,Linux,Linux,,12,"Opteron 6100-series ""Magny-Cours"" ",Cluster Platform 4000 BL465c G7,HP Cluster Platform 4000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
459,299.0,37,114,CASE Cluster,"Oracle Blade Server X6275,  X5670 2.93 GHz, Infiniband QDR",DLR - CASE,Oracle,Germany,2011,Research,7680,0,79340.0,91130.0,87.06,0,0,,,Cluster,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Oracle Blade x6275,Sun Blade System,Infiniband,Infiniband QDR,Western Europe,Europe,11/2012
460,300.0,39,300,Oakley,"Cluster Platform SL390s G7, Xeon X5650 6C 2.66GHz, Infiniband QDR, NVIDIA 2070",Ohio Supercomputer Center,Hewlett-Packard,United States,2012,Academic,8280,0,79320.0,88099.2,90.03,1859200,0,225.0,352.53,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2070,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL390s G7,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,North America,Americas,11/2012
461,,40,461,,"Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.060GHz, Gigabit Ethernet",Financial Services (M),Hewlett-Packard,United States,2012,Industry,12708,0,79087.3,155546.0,50.84,0,0,,,Cluster,Xeon X5675 6C 3.060GHz,Intel Nehalem,3060,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
462,301.0,39,301,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, Gigabit Ethernet",Digital Content Provider,Hewlett-Packard,Australia,2012,Industry,7168,0,78820.8,149094.0,52.87,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,Australia and New Zealand,Oceania,11/2012
463,,40,463,,"Cluster Platform SL170s, Xeon X5650 6C 2.66GHz, Gigabit Ethernet",Web Company (F),Hewlett-Packard,United States,2012,Industry,14400,0,78784.0,153216.0,51.42,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL170s,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
464,302.0,39,302,,"Cluster Platform SL170s, Xeon X5650 6C 2.66GHz, Gigabit Ethernet",Web Company (F),Hewlett-Packard,United States,2012,Industry,14400,0,78784.0,153216.0,51.42,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL170s,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
465,303.0,33,46,,"Power 575, p6 4.7 GHz, Infiniband",CINECA,IBM,Italy,2009,Academic,5376,0,78680.0,101068.8,77.85,907199,0,859.0,91.59,MPP,POWER6 2C 4.700GHz,Power,4700,AIX,Unix,,2,POWER6,pSeries 575,IBM pSeries,Infiniband,Infiniband,Southern Europe,Europe,11/2012
466,304.0,34,61,,"Power 575, p6 4.7 GHz, Infiniband",Navy DSRC,IBM,United States,2009,Government,5440,0,78680.0,102272.0,76.93,0,0,869.0,90.54,MPP,POWER6 2C 4.700GHz,Power,4700,AIX,Unix,,2,POWER6,pSeries 575,IBM pSeries,Infiniband,Infiniband,North America,Americas,11/2012
467,305.0,38,274,,"BladeCenter HS22 Cluster (WM), Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Netwok Equipment Provider,IBM,Germany,2011,Industry,13956,0,78642.43,148491.84,52.96,0,0,372.82,210.94,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe,11/2012
468,306.0,39,306,,"BladeCenter HS22 Cluster (WM), Xeon L5640 6C 2.260GHz, Gigabit Ethernet",Financial Services (H),IBM,United States,2012,Industry,15576,0,78404.29,140807.0,55.68,0,0,337.39,232.38,Cluster,Xeon L5640 6C 2.260GHz,Intel Nehalem,2260,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
469,,40,469,Cernan,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Navy DSRC,IBM,United States,2012,Government,4032,0,78108.0,83866.0,93.13,0,0,80.14,974.64,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas,11/2012
470,307.0,39,307,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Infiniband QDR",Web Company (C),Hewlett-Packard,China,2012,Industry,9462,0,77855.5,100676.0,77.33,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Infiniband,Infiniband QDR,Eastern Asia,Asia,11/2012
471,308.0,37,117,,"Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE",IT Service Provider (D),Hewlett-Packard,United States,2011,Industry,12822,0,77745.1,150273.8,51.74,0,0,,,Cluster,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G6,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
472,309.0,38,184,,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, GigE",Communications,IBM,Israel,2011,Industry,13788,0,77696.0,161595.0,48.08,0,0,386.88,200.83,Cluster,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,Western Asia,Asia,11/2012
473,310.0,39,310,,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Electronics,IBM,China,2012,Industry,13728,0,77358.0,138927.0,55.68,0,0,416.42,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
474,311.0,39,311,,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Electronics,IBM,China,2012,Industry,13728,0,77358.0,138927.0,55.68,0,0,416.42,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
475,312.0,33,47,T2K Open Supercomputer,"Appro Xtreme-X3 Server - Quad Opteron Quad Core 2.3 GHz, Infiniband","Center for Computational Sciences, University of Tsukuba",Appro International,Japan,2009,Academic,10368,0,77280.0,95385.0,81.02,1562400,0,671.0,115.17,Cluster,Opteron Quad Core 4C 2.300GHz,AMD x86_64,2300,Redhat Linux,Linux,,4,Opteron Quad Core,Appro XtremeServers,Appro XtremeServer,Infiniband,Infinband DDR 4x,Eastern Asia,Asia,11/2012
476,313.0,37,457,,"BladeCenter HS21 Cluster, Xeon QC HT 2.66 GHz, Infiniband",Lockheed Martin,IBM,United States,2011,Industry,9712,0,77267.0,103568.77,74.6,0,0,906.16,85.27,Cluster,Xeon E5430 4C 2.666GHz,Intel Core,2666,Linux,Linux,,4,"Xeon 5400-series ""Harpertown""",BladeCenter HS21 Cluster,IBM BladeCenter,Infiniband,Infiniband,North America,Americas,11/2012
477,314.0,34,63,Colosse,"Sun Blade x6048, Xeon X5560 2.8 Ghz, Infiniband QDR",CLUMEQ - Universit Laval,Sun Microsystems,Canada,2009,Academic,7616,0,77170.0,85299.0,90.47,1160376,0,332.0,232.44,Cluster,Xeon X5560 4C 2.800GHz,Intel Nehalem,2800,Linux,Linux,,4,Xeon 5500-series (Nehalem-EP),Sun Blade 6048,Sun Blade System,Infiniband,Infiniband,North America,Americas,11/2012
478,315.0,39,315,,"Cluster Platform SL170s, Xeon X5675 6C 3.06GHz, Gigabit Ethernet",Retail,Hewlett-Packard,United States,2012,Industry,12096,0,76812.0,148055.0,51.88,0,0,,,Cluster,Xeon X5675 6C 3.060GHz,Intel Nehalem,3060,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL170s,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
479,316.0,39,316,,"Cluster Platform SL170s, Xeon X5675 6C 3.06GHz, Gigabit Ethernet",Retail,Hewlett-Packard,United States,2012,Industry,12096,0,76812.0,148055.0,51.88,0,0,,,Cluster,Xeon X5675 6C 3.060GHz,Intel Nehalem,3060,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL170s,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
480,318.0,39,318,,"xSeries x3550M3 Cluster, Xeon X5650 6C 2.66 GHz, Infiniband QDR",Electronics,IBM,United States,2012,Industry,8100,0,76669.0,86184.0,88.96,0,0,251.1,305.33,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3550M3 Cluster,IBM xSeries,Infiniband,Infiniband QDR,North America,Americas,11/2012
481,317.0,39,317,,"xSeries x3550M3 Cluster, Xeon X5650 6C 2.66 GHz, Infiniband QDR",Electronics,IBM,United States,2012,Industry,8100,0,76669.0,86184.0,88.96,0,0,251.1,305.33,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3550M3 Cluster,IBM xSeries,Infiniband,Infiniband QDR,North America,Americas,11/2012
482,319.0,38,189,Orcinus,"Cluster Platform 3000 BL 2x220, Xeon X5650/E5450 4C 3.00 GHz, Infiniband QDR",Compute Canada/WestGrid/University of British Columbia,Hewlett-Packard,Canada,2011,Academic,9600,0,76658.0,106322.0,72.1,0,0,,,Cluster,Xeon E5450 4C 3.000GHz,Intel Core,3000,Linux,Linux,,4,"Xeon 5400-series ""Harpertown""",Cluster Platform 3000 BL 2x220,HP Cluster Platform 3000BL,Infiniband,Infiniband QDR,North America,Americas,11/2012
483,324.0,38,190,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614.0,144661.0,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
484,325.0,38,191,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614.0,144661.0,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
485,326.0,38,192,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614.0,144661.0,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
486,327.0,38,193,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614.0,144661.0,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
487,328.0,38,194,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614.0,144661.0,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
488,329.0,38,195,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614.0,144661.0,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
489,330.0,38,196,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614.0,144661.0,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
490,331.0,38,197,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614.0,144661.0,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
491,320.0,38,198,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614.0,144661.0,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
492,321.0,38,199,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614.0,144661.0,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
493,322.0,38,200,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614.0,144661.0,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
494,323.0,38,201,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614.0,144661.0,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
495,332.0,39,332,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,United States,2012,Industry,13980,0,76593.0,148747.0,51.49,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
496,333.0,39,333,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,United States,2012,Industry,13980,0,76593.0,148747.0,51.49,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
497,334.0,39,334,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,United States,2012,Industry,13980,0,76593.0,148747.0,51.49,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
498,335.0,39,335,,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",Slovak Academy of Sciences (SAV),IBM,Slovak Republic,2012,Academic,3072,0,76533.0,94274.0,81.18,0,0,173.36,441.47,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,Eastern Europe,Europe,11/2012
